"","YearCollected","SurveyAreaIdentifier","sum_all_sp","n_visits"
"1601",1990,"L323523",63,3
"1602",1990,"L334172",1840,17
"1603",1990,"L343754",42176,15
"1604",1990,"L352958",1485,7
"1605",1990,"L383970",153,5
"1606",1990,"L391479",1204,45
"1607",1990,"L444485",163,4
"1608",1990,"L455551",59,3
"1609",1990,"L465567",243,94
"1610",1990,"L465587",552,25
"1611",1990,"L465609",1,1
"1612",1990,"L465619",361,4
"1613",1990,"L465620",97,6
"1614",1990,"L470192",139,5
"1615",1990,"L470659",42,6
"1616",1990,"L473468",2451,7
"1617",1990,"L473469",9393,3
"1618",1990,"L474356",29,1
"1619",1990,"L474644",187,20
"1620",1990,"L474652",91,8
"1621",1990,"L474653",937,9
"1622",1990,"L474666",2293,56
"1623",1990,"L474874",673,7
"1624",1990,"L475065",480,18
"1625",1990,"L475087",809,17
"1626",1990,"L480814",5718,54
"1627",1990,"L480823",406,15
"1628",1990,"L480904",2249,8
"1629",1990,"L480907",1493,32
"1630",1990,"L480920",681,14
"1631",1990,"L481704",5532,5
"1632",1990,"L481705",2904,5
"1633",1990,"L481706",16887,5
"1634",1990,"L481707",524,5
"1635",1990,"L481708",11837,5
"1636",1990,"L481709",1402,5
"1637",1990,"L481711",348,5
"1638",1990,"L481712",2745,5
"1639",1990,"L481715",300,5
"1640",1990,"L483867",4,2
"1641",1990,"L485419",1,1
"1642",1990,"L487186",12393,11.7857142857143
"1643",1990,"L498422",299,1
"1644",1990,"L498425",22,1
"1645",1990,"L498426",1125,1
"1646",1990,"L502792",713,1
"1647",1990,"L504403",16761,16
"1648",1990,"L507469",1130,11
"1649",1990,"L519222",691,16
"1650",1990,"L591953",86,6
"1651",1990,"L593622",23,2
"1652",1990,"L654719",1180,2
"1653",1990,"L674613",50,8
"1654",1990,"L718378",46989,16
"1655",1990,"L718439",26752,7
"1656",1990,"L815117",4373,43
"1657",1990,"L92448",39647,12
"1658",1991,"L1001108",24,2
"1659",1991,"L109548",717,20
"1660",1991,"L1178049",4,2
"1661",1991,"L125062",1316,25
"1662",1991,"L125099",110582,6
"1663",1991,"L125100",4391,7
"1664",1991,"L127945",1057,15
"1665",1991,"L129756",1324,59
"1666",1991,"L1333790",3798,15
"1667",1991,"L139900",5,1
"1668",1991,"L165143",33948,22
"1669",1991,"L168770",160,4
"1670",1991,"L194499",1,1
"1671",1991,"L207360",197,6
"1672",1991,"L207420",1097,13
"1673",1991,"L209342",4267,42
"1674",1991,"L211111",2119,6
"1675",1991,"L2309446",10358,39
"1676",1991,"L267398",5279,23
"1677",1991,"L267805",30750,36
"1678",1991,"L275486",1,1
"1679",1991,"L275517",2367,6
"1680",1991,"L279820",968,19
"1681",1991,"L283643",11213,27
"1682",1991,"L303677",163,13
"1683",1991,"L323523",19,1
"1684",1991,"L334172",1300,20
"1685",1991,"L343754",66701,18
"1686",1991,"L351469",0,2
"1687",1991,"L352958",1423,8
"1688",1991,"L383970",191,5
"1689",1991,"L391479",276,4
"1690",1991,"L450156",17140,28
"1691",1991,"L455551",1,1
"1692",1991,"L457213",18,1
"1693",1991,"L465567",290,83
"1694",1991,"L465587",410,8
"1695",1991,"L465619",68,2
"1696",1991,"L465620",402,12
"1697",1991,"L470192",20,5
"1698",1991,"L470639",358,3
"1699",1991,"L473468",1518,7
"1700",1991,"L474359",1297,7
"1701",1991,"L474583",114,1
"1702",1991,"L474650",82,13
"1703",1991,"L474652",37,8
"1704",1991,"L474653",904,9
"1705",1991,"L474666",665,31
"1706",1991,"L474804",9104,12
"1707",1991,"L475060",4778,18
"1708",1991,"L475071",233,6
"1709",1991,"L475105",7747,33
"1710",1991,"L479622",4219,32
"1711",1991,"L480814",1503,16
"1712",1991,"L480823",173,7
"1713",1991,"L480868",1574,22
"1714",1991,"L480904",684,4
"1715",1991,"L481704",3308,5
"1716",1991,"L481705",3300,5
"1717",1991,"L481706",17165,5
"1718",1991,"L481707",930,5
"1719",1991,"L481708",5179,5
"1720",1991,"L481709",1475,5
"1721",1991,"L481711",168,5
"1722",1991,"L481712",4071,5
"1723",1991,"L481715",71,5
"1724",1991,"L487186",10747,7
"1725",1991,"L498422",280,1
"1726",1991,"L498425",1000,1
"1727",1991,"L498426",2576,1
"1728",1991,"L502792",386,1
"1729",1991,"L504403",4559,16
"1730",1991,"L515259",3706,25
"1731",1991,"L521805",489,13
"1732",1991,"L522131",619,12
"1733",1991,"L522153",2480,11
"1734",1991,"L552239",1897,6
"1735",1991,"L552676",742,11
"1736",1991,"L552693",275,10
"1737",1991,"L567880",575,7
"1738",1991,"L616739",274,7
"1739",1991,"L619764",841,6
"1740",1991,"L621561",66,6
"1741",1991,"L621564",1256,5
"1742",1991,"L621620",55,6
"1743",1991,"L621622",248,8
"1744",1991,"L621624",696,7
"1745",1991,"L621626",153,7
"1746",1991,"L634172",59,5
"1747",1991,"L634175",140,5
"1748",1991,"L634176",789,5
"1749",1991,"L634215",121,4
"1750",1991,"L634219",153,4
"1751",1991,"L634223",66,4
"1752",1991,"L634229",32,3
"1753",1991,"L636663",4,4
"1754",1991,"L636669",18,3
"1755",1991,"L636680",42,3
"1756",1991,"L636687",16,3
"1757",1991,"L636693",504,10
"1758",1991,"L636699",22,2
"1759",1991,"L636721",22,3
"1760",1991,"L636726",1,2
"1761",1991,"L636729",83,2
"1762",1991,"L654684",515,2
"1763",1991,"L654690",449,11
"1764",1991,"L654721",1,2
"1765",1991,"L659896",0,1
"1766",1991,"L659924",0,1
"1767",1991,"L659928",5,1
"1768",1991,"L659931",11,1
"1769",1991,"L674666",143,6
"1770",1991,"L674689",35,5
"1771",1991,"L674691",193,5
"1772",1991,"L674699",120,1
"1773",1991,"L686737",6,1
"1774",1991,"L686741",53,4
"1775",1991,"L686742",21,3
"1776",1991,"L686743",27,2
"1777",1991,"L686748",5,2
"1778",1991,"L686750",65,1
"1779",1991,"L687199",5,1
"1780",1991,"L687209",1565,1
"1781",1991,"L687211",55,1
"1782",1991,"L687214",95,1
"1783",1991,"L687215",1,1
"1784",1991,"L687220",32,4
"1785",1991,"L687221",3,2
"1786",1991,"L687225",30,1
"1787",1991,"L687230",4,2
"1788",1991,"L718378",57611,15
"1789",1991,"L815117",1617,22
"1790",1991,"L835237",0,1
"1791",1991,"L894602",23,5
"1792",1991,"L92448",18395,12
"1793",1992,"L1080316",8,16
"1794",1992,"L109548",743,15
"1795",1992,"L125062",3646,29
"1796",1992,"L125099",199602,14
"1797",1992,"L125100",2135,4
"1798",1992,"L127266",3678,14
"1799",1992,"L127324",2821,7
"1800",1992,"L127335",2129,11
"1801",1992,"L1273656",6,1
"1802",1992,"L127945",3951,16
"1803",1992,"L129046",15435,15
"1804",1992,"L129047",5039,13
"1805",1992,"L129756",3045,51
"1806",1992,"L140043",1167,12
"1807",1992,"L166161",482,9
"1808",1992,"L1820549",69,39
"1809",1992,"L194499",209,5
"1810",1992,"L207348",1363,8
"1811",1992,"L207420",1271,16
"1812",1992,"L209342",5923,45
"1813",1992,"L211111",2507,14
"1814",1992,"L215343",941,7.89285714285714
"1815",1992,"L248017",23134,14
"1816",1992,"L267398",1786,22
"1817",1992,"L267805",38448,27
"1818",1992,"L275486",129,15
"1819",1992,"L275517",1288,8
"1820",1992,"L279820",838,15
"1821",1992,"L283643",4693,33
"1822",1992,"L302787",1089,9
"1823",1992,"L323523",0,1
"1824",1992,"L334192",186,5
"1825",1992,"L343754",72422,32
"1826",1992,"L352958",758,9
"1827",1992,"L357216",0,2
"1828",1992,"L383970",48,5
"1829",1992,"L384063",228,6
"1830",1992,"L447859",0,1
"1831",1992,"L447860",0,1
"1832",1992,"L450156",4524,11
"1833",1992,"L451717",0,1
"1834",1992,"L452285",268,1
"1835",1992,"L453702",147,1
"1836",1992,"L465567",153,60
"1837",1992,"L465587",1421,44
"1838",1992,"L465590",3682,16
"1839",1992,"L465591",112,16
"1840",1992,"L465593",49,16
"1841",1992,"L465619",240,10
"1842",1992,"L465620",4272,62
"1843",1992,"L466299",33,0.821428571428571
"1844",1992,"L470192",71,4
"1845",1992,"L470582",1479,7
"1846",1992,"L470639",5840,10
"1847",1992,"L473468",8301,14
"1848",1992,"L473469",6171,1
"1849",1992,"L474330",237,3
"1850",1992,"L474644",156,18
"1851",1992,"L474653",719,10
"1852",1992,"L474804",8993,12
"1853",1992,"L480814",2105,26
"1854",1992,"L480823",112,16
"1855",1992,"L480904",2670,6
"1856",1992,"L480907",1095,22
"1857",1992,"L480913",0,2
"1858",1992,"L481704",6488,4
"1859",1992,"L481705",1239,4
"1860",1992,"L481706",6719,4
"1861",1992,"L481707",212,4
"1862",1992,"L481708",5433,4
"1863",1992,"L481709",754,4
"1864",1992,"L481711",46,4
"1865",1992,"L481712",727,4
"1866",1992,"L481715",7,4
"1867",1992,"L493566",374,9
"1868",1992,"L498425",300,1
"1869",1992,"L502792",138,1
"1870",1992,"L504403",10862,19
"1871",1992,"L507757",0,1
"1872",1992,"L521818",39,1
"1873",1992,"L571614",919,8
"1874",1992,"L634229",16,1
"1875",1992,"L654690",19,1
"1876",1992,"L718307",8944,30
"1877",1992,"L718378",57987,18
"1878",1992,"L781763",105,12
"1879",1992,"L800336",11,1
"1880",1992,"L815117",1912,21
"1881",1992,"L859469",161,2
"1882",1992,"L894602",104,6
"1883",1992,"L899410",0,1
"1884",1992,"L92448",62287,23
"1885",1993,"L1080316",17,16
"1886",1993,"L109548",626,7
"1887",1993,"L1131623",17,1
"1888",1993,"L123592",2,1
"1889",1993,"L125062",4918,64
"1890",1993,"L125100",1525,4
"1891",1993,"L1270368",625,2
"1892",1993,"L1270448",291,1
"1893",1993,"L1270495",215,1
"1894",1993,"L1270497",162,1
"1895",1993,"L1270502",2920,1
"1896",1993,"L1270579",100,1
"1897",1993,"L1270630",280,1
"1898",1993,"L127244",32,2
"1899",1993,"L127252",3,1
"1900",1993,"L127253",85,3
"1901",1993,"L127257",2258,11
"1902",1993,"L127259",439,2
"1903",1993,"L127263",6,2
"1904",1993,"L127286",159,1
"1905",1993,"L127288",26,1
"1906",1993,"L127292",31,1
"1907",1993,"L127294",65,1
"1908",1993,"L127303",17,1
"1909",1993,"L127304",97,2
"1910",1993,"L127308",34,1
"1911",1993,"L127324",5013,17
"1912",1993,"L127332",628,5
"1913",1993,"L127333",13,1
"1914",1993,"L127335",1637,2
"1915",1993,"L1273701",26,1
"1916",1993,"L1273703",21,1
"1917",1993,"L1273711",1,1
"1918",1993,"L1273714",0,1
"1919",1993,"L1273749",2,1
"1920",1993,"L1273759",48,1
"1921",1993,"L1273783",17,1
"1922",1993,"L1273786",23,1
"1923",1993,"L1273855",65,1
"1924",1993,"L1273859",114,1
"1925",1993,"L1273874",86,1
"1926",1993,"L1274001",81,1
"1927",1993,"L1274009",9,1
"1928",1993,"L127418",12,1
"1929",1993,"L1274203",8,1
"1930",1993,"L127437",1235,1
"1931",1993,"L1277900",12,1
"1932",1993,"L1277908",1,1
"1933",1993,"L1277913",0,1
"1934",1993,"L1277915",3,1
"1935",1993,"L1277919",4,1
"1936",1993,"L1277920",31,1
"1937",1993,"L1277922",0,1
"1938",1993,"L1277925",21,1
"1939",1993,"L1277928",8,1
"1940",1993,"L1277933",3,1
"1941",1993,"L1277942",122,1
"1942",1993,"L129046",25006,21
"1943",1993,"L132081",1283,15
"1944",1993,"L132813",44,1
"1945",1993,"L1333790",82,1
"1946",1993,"L140043",951,10
"1947",1993,"L1468923",906,2
"1948",1993,"L1468927",90,2
"1949",1993,"L1468930",310,1
"1950",1993,"L1468950",279,6
"1951",1993,"L1468951",2559,6
"1952",1993,"L1468952",10516,4
"1953",1993,"L1468953",9,4
"1954",1993,"L1468960",451,5
"1955",1993,"L1468962",49,1
"1956",1993,"L1468966",652,5
"1957",1993,"L1468967",89,2
"1958",1993,"L1468968",6,1
"1959",1993,"L1468969",2,1
"1960",1993,"L1468971",719,6
"1961",1993,"L1468972",636,4
"1962",1993,"L1468973",395,4
"1963",1993,"L1468974",118,4
"1964",1993,"L1468976",3,2
"1965",1993,"L1468982",598,3
"1966",1993,"L1468992",10,4
"1967",1993,"L1468993",1,1
"1968",1993,"L1468994",29,2
"1969",1993,"L1468995",55,3
"1970",1993,"L1468996",252,1
"1971",1993,"L1468997",1,2
"1972",1993,"L1468999",0,1
"1973",1993,"L1469152",146,4
"1974",1993,"L1469153",23,3
"1975",1993,"L1469154",7,3
"1976",1993,"L1469156",8,3
"1977",1993,"L1469173",18,1
"1978",1993,"L1469174",311,5
"1979",1993,"L1469184",179,3
"1980",1993,"L1469191",22,3
"1981",1993,"L1469198",50,1
"1982",1993,"L1469210",74,3
"1983",1993,"L1469228",235,2
"1984",1993,"L1469234",61,2
"1985",1993,"L1469236",300,6
"1986",1993,"L1469238",485,4
"1987",1993,"L1469239",84,3
"1988",1993,"L1469241",65,2
"1989",1993,"L1469259",229,3
"1990",1993,"L1469272",1026,13
"1991",1993,"L1469393",6,1
"1992",1993,"L1469403",65,1
"1993",1993,"L1469596",13,1
"1994",1993,"L1469647",155,4
"1995",1993,"L1469692",66,2
"1996",1993,"L1471290",9,1
"1997",1993,"L1471451",2,1
"1998",1993,"L1471996",1,1
"1999",1993,"L1484554",0,1
"2000",1993,"L148723",17,1
"2001",1993,"L1540790",1319,11
"2002",1993,"L1540796",3985,34
"2003",1993,"L1540798",23,2
"2004",1993,"L1540814",9,2
"2005",1993,"L1540817",101,3
"2006",1993,"L1540821",404,2
"2007",1993,"L1540822",387,2
"2008",1993,"L1540825",154,4
"2009",1993,"L1540827",833,3
"2010",1993,"L1540835",177,1
"2011",1993,"L1540836",12,1
"2012",1993,"L1540850",33,2
"2013",1993,"L1540852",27,1
"2014",1993,"L1540853",19,3
"2015",1993,"L1540863",132,2
"2016",1993,"L1540870",2,2
"2017",1993,"L1540872",314,5
"2018",1993,"L1540874",5310,7
"2019",1993,"L1540889",9,3
"2020",1993,"L1540898",22,2
"2021",1993,"L1540909",200,1
"2022",1993,"L1540910",734,4
"2023",1993,"L160668",110,1
"2024",1993,"L165183",33,1
"2025",1993,"L165195",665,2
"2026",1993,"L1820549",35,14
"2027",1993,"L189809",6,1
"2028",1993,"L194499",75,1
"2029",1993,"L207348",176,2
"2030",1993,"L207360",385,15
"2031",1993,"L207383",423,7
"2032",1993,"L207420",1148,14
"2033",1993,"L209342",1103,16
"2034",1993,"L211111",1550,5
"2035",1993,"L211434",53573,35
"2036",1993,"L215343",15,0.785714285714286
"2037",1993,"L230621",41,1
"2038",1993,"L246782",385,9
"2039",1993,"L248017",5803,8
"2040",1993,"L265654",795,11
"2041",1993,"L267398",2962,22
"2042",1993,"L267805",20000,21
"2043",1993,"L269491",18506,12
"2044",1993,"L269708",10462,8
"2045",1993,"L275486",88,6
"2046",1993,"L275517",6818,14
"2047",1993,"L278720",3209,9
"2048",1993,"L279820",1218,18
"2049",1993,"L283643",1919,27
"2050",1993,"L291056",15,1
"2051",1993,"L291062",17,2
"2052",1993,"L298657",12,1
"2053",1993,"L3175594",34,7
"2054",1993,"L323523",164,5
"2055",1993,"L334192",55,3
"2056",1993,"L343754",39975,15
"2057",1993,"L351234",166,1
"2058",1993,"L352958",795,10
"2059",1993,"L383952",5407,15
"2060",1993,"L383970",345,4
"2061",1993,"L405340",90,1
"2062",1993,"L450133",837,5
"2063",1993,"L450156",2581,8
"2064",1993,"L451717",16,1
"2065",1993,"L452265",1307,16
"2066",1993,"L452292",1241,16
"2067",1993,"L452964",10750,2
"2068",1993,"L453702",847,2
"2069",1993,"L456560",0,1
"2070",1993,"L464998",34,1
"2071",1993,"L465567",56,14
"2072",1993,"L465587",2,2
"2073",1993,"L465590",2394,18
"2074",1993,"L465591",190,19
"2075",1993,"L465593",45,17
"2076",1993,"L465619",775,25
"2077",1993,"L465620",3552,67
"2078",1993,"L467216",204,2
"2079",1993,"L468730",1,1
"2080",1993,"L470024",2026,18
"2081",1993,"L470036",196,4
"2082",1993,"L470192",36,5
"2083",1993,"L473468",3307,9
"2084",1993,"L473469",42379,9
"2085",1993,"L474644",177,20
"2086",1993,"L474653",438,8
"2087",1993,"L474804",5384,9
"2088",1993,"L475090",1239,1
"2089",1993,"L479571",205,10
"2090",1993,"L479622",0,1
"2091",1993,"L480823",117,15
"2092",1993,"L480827",30,1
"2093",1993,"L480904",2135,4
"2094",1993,"L480907",527,23
"2095",1993,"L480913",11783,15
"2096",1993,"L480914",120,1
"2097",1993,"L481704",6259,5
"2098",1993,"L481705",3154,5
"2099",1993,"L481706",16888,5
"2100",1993,"L481707",283,5
"2101",1993,"L481708",4218,5
"2102",1993,"L481709",1316,5
"2103",1993,"L481711",133,5
"2104",1993,"L481712",1356,5
"2105",1993,"L481715",177,5
"2106",1993,"L483314",82,4
"2107",1993,"L483820",205,2
"2108",1993,"L484987",508,13
"2109",1993,"L498422",473,1
"2110",1993,"L498425",332,1
"2111",1993,"L498426",307,1
"2112",1993,"L502792",382,1
"2113",1993,"L504403",11195,14
"2114",1993,"L506856",2983,17
"2115",1993,"L507182",28,3
"2116",1993,"L507212",97,4
"2117",1993,"L519120",1507,3
"2118",1993,"L555816",8,1
"2119",1993,"L571614",1205,5
"2120",1993,"L573782",25,1
"2121",1993,"L574284",206,3
"2122",1993,"L5744252",11,1
"2123",1993,"L578621",797,8
"2124",1993,"L601002",6,1
"2125",1993,"L612903",1037,7
"2126",1993,"L616749",109,2
"2127",1993,"L674955",304,1
"2128",1993,"L674959",367,1
"2129",1993,"L674960",52,1
"2130",1993,"L674970",415,1
"2131",1993,"L674971",4,1
"2132",1993,"L687576",192,2
"2133",1993,"L687581",49,2
"2134",1993,"L687586",18,1
"2135",1993,"L687592",226,1
"2136",1993,"L687593",103,1
"2137",1993,"L687594",1490,1
"2138",1993,"L687596",99,1
"2139",1993,"L687598",297,1
"2140",1993,"L687610",44,1
"2141",1993,"L687619",86,1
"2142",1993,"L687622",84,1
"2143",1993,"L691061",98,4
"2144",1993,"L694721",89,1
"2145",1993,"L694739",178,2
"2146",1993,"L694743",10,1
"2147",1993,"L694770",10,1
"2148",1993,"L694779",2,1
"2149",1993,"L694789",25,1
"2150",1993,"L696117",8,1
"2151",1993,"L696119",79,1
"2152",1993,"L696146",422,1
"2153",1993,"L696155",22,1
"2154",1993,"L696161",44,1
"2155",1993,"L696170",9,1
"2156",1993,"L696173",22,1
"2157",1993,"L696175",17,1
"2158",1993,"L696180",49,1
"2159",1993,"L696181",0,1
"2160",1993,"L696185",2,1
"2161",1993,"L696187",41,1
"2162",1993,"L696193",14,1
"2163",1993,"L696195",2,1
"2164",1993,"L696199",6,1
"2165",1993,"L718307",14322,39
"2166",1993,"L718378",32191,8
"2167",1993,"L781763",484,20
"2168",1993,"L796417",10,2
"2169",1993,"L815117",2099,21
"2170",1993,"L836013",101,2
"2171",1993,"L855856",179,1
"2172",1993,"L871818",396,1
"2173",1993,"L92448",21627,17
"2174",1994,"L1018992",2,1
"2175",1994,"L109548",643,14
"2176",1994,"L125062",2509,42
"2177",1994,"L125099",141539,13
"2178",1994,"L1251689",623,1
"2179",1994,"L126170",30,1
"2180",1994,"L127257",413,6
"2181",1994,"L127303",3,1
"2182",1994,"L127324",5611,8
"2183",1994,"L127945",928,11
"2184",1994,"L129046",6178,19
"2185",1994,"L132081",1086,13
"2186",1994,"L1333790",2863,16
"2187",1994,"L140043",529,6
"2188",1994,"L1468921",1661,2
"2189",1994,"L1468922",155,1
"2190",1994,"L1468923",64,2
"2191",1994,"L1468924",303,2
"2192",1994,"L1468925",1215,2
"2193",1994,"L1468926",4143,10
"2194",1994,"L1468927",8910,3
"2195",1994,"L1468928",3284,3
"2196",1994,"L1468929",760,1
"2197",1994,"L1468930",81,2
"2198",1994,"L1468931",208,4
"2199",1994,"L1468932",92,2
"2200",1994,"L1468933",17,3
"2201",1994,"L1468934",228,2
"2202",1994,"L1468935",13800,17
"2203",1994,"L1468936",115,2
"2204",1994,"L1468937",1498,2
"2205",1994,"L1468938",292,3
"2206",1994,"L1468939",2,1
"2207",1994,"L1468943",1125,2
"2208",1994,"L1468957",10162,3
"2209",1994,"L1468958",338,3
"2210",1994,"L1468986",1,2
"2211",1994,"L1468997",7,1
"2212",1994,"L1469132",26,2
"2213",1994,"L1469174",233,2
"2214",1994,"L1469175",112,2
"2215",1994,"L1469202",298,3
"2216",1994,"L1469228",4,1
"2217",1994,"L1469234",16,1
"2218",1994,"L1469255",331,2
"2219",1994,"L1469256",14,2
"2220",1994,"L1469272",771,11
"2221",1994,"L1469274",80,2
"2222",1994,"L1469275",57,3
"2223",1994,"L1469276",1,2
"2224",1994,"L1469278",59,3
"2225",1994,"L1469294",13,3
"2226",1994,"L1469297",3,1
"2227",1994,"L1469298",47,3
"2228",1994,"L1469300",26,3
"2229",1994,"L1469302",58,2
"2230",1994,"L1469303",54,5
"2231",1994,"L1469304",2,2
"2232",1994,"L1469305",39,2
"2233",1994,"L1469306",49,3
"2234",1994,"L1469308",57,4
"2235",1994,"L1469313",5,2
"2236",1994,"L1469314",10,2
"2237",1994,"L1469315",44,4
"2238",1994,"L1469316",57,3
"2239",1994,"L1469318",92,2
"2240",1994,"L1469320",85,2
"2241",1994,"L1469325",64,2
"2242",1994,"L1469333",38,2
"2243",1994,"L1469345",1055,2
"2244",1994,"L1469406",11,1
"2245",1994,"L1469407",25,2
"2246",1994,"L1469408",9,2
"2247",1994,"L1469413",22,2
"2248",1994,"L1469436",19,2
"2249",1994,"L1469438",21,2
"2250",1994,"L1469450",1,1
"2251",1994,"L1469453",59,1
"2252",1994,"L1469455",0,1
"2253",1994,"L1469477",3,1
"2254",1994,"L1469527",0,1
"2255",1994,"L1469528",0,1
"2256",1994,"L1469533",0,2
"2257",1994,"L1469537",0,1
"2258",1994,"L1469538",0,1
"2259",1994,"L1469539",75,1
"2260",1994,"L1469540",3,2
"2261",1994,"L1469541",19,3
"2262",1994,"L1469573",0,1
"2263",1994,"L1469574",20,1
"2264",1994,"L1469654",4,2
"2265",1994,"L1469655",17,3
"2266",1994,"L1469680",5,1
"2267",1994,"L1469695",12,2
"2268",1994,"L1471275",3,2
"2269",1994,"L1471278",4,1
"2270",1994,"L1471285",7,1
"2271",1994,"L1471291",33,1
"2272",1994,"L1471306",1,1
"2273",1994,"L1471323",1,1
"2274",1994,"L1471335",1,1
"2275",1994,"L1471347",9,3
"2276",1994,"L1471358",3,2
"2277",1994,"L1471448",10,2
"2278",1994,"L1471449",68,2
"2279",1994,"L1471467",2,2
"2280",1994,"L1471477",3,2
"2281",1994,"L1471481",2,3
"2282",1994,"L1471487",1,1
"2283",1994,"L1471919",2,1
"2284",1994,"L1471938",12,2
"2285",1994,"L1471979",0,1
"2286",1994,"L1471993",1,1
"2287",1994,"L1472007",12,1
"2288",1994,"L1472022",8,2
"2289",1994,"L1472035",10,1
"2290",1994,"L1472040",2,2
"2291",1994,"L1477047",30,1
"2292",1994,"L152709",0,1
"2293",1994,"L1540786",71,2
"2294",1994,"L1540788",15,2
"2295",1994,"L1540789",860,4
"2296",1994,"L1540791",190,2
"2297",1994,"L1540794",731,6
"2298",1994,"L1540795",11,4
"2299",1994,"L1540796",7862,17
"2300",1994,"L1540797",136,1
"2301",1994,"L1540799",34,2
"2302",1994,"L1540800",24,3
"2303",1994,"L1540801",86,3
"2304",1994,"L1540813",35,1
"2305",1994,"L1540818",193,5
"2306",1994,"L1540819",807,2
"2307",1994,"L1540823",441,2
"2308",1994,"L1540824",2651,2
"2309",1994,"L1540826",20,2
"2310",1994,"L1540828",287,2
"2311",1994,"L1540830",104,2
"2312",1994,"L1540832",1,2
"2313",1994,"L1540837",19,2
"2314",1994,"L1540838",57,1
"2315",1994,"L1540848",30,1
"2316",1994,"L1540851",80,3
"2317",1994,"L1540855",26,1
"2318",1994,"L1540856",448,5
"2319",1994,"L1540860",0,1
"2320",1994,"L1540861",236,3
"2321",1994,"L1540862",29,2
"2322",1994,"L1540869",10,1
"2323",1994,"L1540873",277,3
"2324",1994,"L1540876",16,2
"2325",1994,"L1540879",201,4
"2326",1994,"L1540884",17,3
"2327",1994,"L1540887",103,1
"2328",1994,"L1540890",487,6
"2329",1994,"L1540891",51,2
"2330",1994,"L1540894",47,3
"2331",1994,"L1540897",220,2
"2332",1994,"L1540901",115,3
"2333",1994,"L1540905",100,3
"2334",1994,"L1540911",502,2
"2335",1994,"L1540912",515,3
"2336",1994,"L1540913",261,3
"2337",1994,"L1540914",1798,8
"2338",1994,"L160183",13572,47
"2339",1994,"L165940",982,1
"2340",1994,"L166161",233,7
"2341",1994,"L166400",555,3
"2342",1994,"L191490",2347,5
"2343",1994,"L194499",15,2
"2344",1994,"L207348",2320,13
"2345",1994,"L207383",478,7
"2346",1994,"L209342",3892,17
"2347",1994,"L211111",6044,48
"2348",1994,"L248017",12033,6
"2349",1994,"L248904",920,9
"2350",1994,"L249999",1905,12
"2351",1994,"L265939",117,2
"2352",1994,"L267398",3273,34
"2353",1994,"L267805",41411,40
"2354",1994,"L269484",20395,5
"2355",1994,"L269491",36165,10
"2356",1994,"L269708",9087,3
"2357",1994,"L275404",4,1
"2358",1994,"L275486",2027,21
"2359",1994,"L275517",26055,39
"2360",1994,"L278720",2460,7
"2361",1994,"L279820",2280,31
"2362",1994,"L283643",1315,11
"2363",1994,"L323523",269,2
"2364",1994,"L343754",46474,14
"2365",1994,"L351469",0,2
"2366",1994,"L352958",3024,14
"2367",1994,"L383970",188,4
"2368",1994,"L384063",0,2
"2369",1994,"L452265",177,6
"2370",1994,"L452401",0,1
"2371",1994,"L452410",695,2
"2372",1994,"L452520",56,1
"2373",1994,"L453628",178,6
"2374",1994,"L453702",766,2
"2375",1994,"L465567",68,30
"2376",1994,"L465587",1654,36
"2377",1994,"L465619",1724,15
"2378",1994,"L465620",3992,50
"2379",1994,"L467216",1445,4
"2380",1994,"L470024",449,5
"2381",1994,"L470036",202,5
"2382",1994,"L470048",9,2
"2383",1994,"L470192",26,3
"2384",1994,"L470582",4783,21
"2385",1994,"L470628",8075,14
"2386",1994,"L470639",483,6
"2387",1994,"L471840",584,10
"2388",1994,"L473315",11315,42
"2389",1994,"L473466",234,7
"2390",1994,"L473468",801,5
"2391",1994,"L473469",39369,7
"2392",1994,"L474330",590,5
"2393",1994,"L474644",159,22
"2394",1994,"L474653",213,6
"2395",1994,"L475090",378,1
"2396",1994,"L475105",33,3
"2397",1994,"L479622",2582,21
"2398",1994,"L480823",112,20
"2399",1994,"L480904",6026,4
"2400",1994,"L480913",3149,5
"2401",1994,"L481704",3972,3
"2402",1994,"L481705",1752,3
"2403",1994,"L481706",8256,3
"2404",1994,"L481707",146,3
"2405",1994,"L481708",5712,3
"2406",1994,"L481709",560,3
"2407",1994,"L481711",187,3
"2408",1994,"L481712",264,3
"2409",1994,"L481715",7,3
"2410",1994,"L483302",218,13
"2411",1994,"L483314",1169,10
"2412",1994,"L483820",903,11
"2413",1994,"L484987",292,12
"2414",1994,"L498422",955,1
"2415",1994,"L498425",1215,1
"2416",1994,"L498426",640,1
"2417",1994,"L502792",133,1
"2418",1994,"L506856",2266,18
"2419",1994,"L507182",75,2
"2420",1994,"L507757",4,3
"2421",1994,"L516817",43,1
"2422",1994,"L522127",15,1
"2423",1994,"L552239",770,1
"2424",1994,"L587730",1188,2
"2425",1994,"L616643",82,8
"2426",1994,"L663284",144,4
"2427",1994,"L674719",20,1
"2428",1994,"L674955",57,2
"2429",1994,"L696155",20,1
"2430",1994,"L718307",17312,24
"2431",1994,"L727008",129,2
"2432",1994,"L781763",6,13
"2433",1994,"L815117",2631,22
"2434",1994,"L817748",29,2
"2435",1994,"L846390",65,1
"2436",1994,"L859469",91,3
"2437",1994,"L92448",33938,20
"2438",1995,"L1080316",214,18
"2439",1995,"L109216",17202,8
